"B11016_001E","B11016_001M","B11016_002E","B11016_002M","B11016_003E","B11016_003M","B11016_004E","B11016_004M","B11016_005E","B11016_005M","B11016_006E","B11016_006M","B11016_007E","B11016_007M","B11016_008E","B11016_008M","B11016_009E","B11016_009M","B11016_010E","B11016_010M","B11016_011E","B11016_011M","B11016_012E","B11016_012M","B11016_013E","B11016_013M","B11016_014E","B11016_014M","B11016_015E","B11016_015M","B11016_016E","B11016_016M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Family households:","Margin of Error!!Total:!!Family households:","Estimate!!Total:!!Family households:!!2-person household","Margin of Error!!Total:!!Family households:!!2-person household","Estimate!!Total:!!Family households:!!3-person household","Margin of Error!!Total:!!Family households:!!3-person household","Estimate!!Total:!!Family households:!!4-person household","Margin of Error!!Total:!!Family households:!!4-person household","Estimate!!Total:!!Family households:!!5-person household","Margin of Error!!Total:!!Family households:!!5-person household","Estimate!!Total:!!Family households:!!6-person household","Margin of Error!!Total:!!Family households:!!6-person household","Estimate!!Total:!!Family households:!!7-or-more person household","Margin of Error!!Total:!!Family households:!!7-or-more person household","Estimate!!Total:!!Nonfamily households:","Margin of Error!!Total:!!Nonfamily households:","Estimate!!Total:!!Nonfamily households:!!1-person household","Margin of Error!!Total:!!Nonfamily households:!!1-person household","Estimate!!Total:!!Nonfamily households:!!2-person household","Margin of Error!!Total:!!Nonfamily households:!!2-person household","Estimate!!Total:!!Nonfamily households:!!3-person household","Margin of Error!!Total:!!Nonfamily households:!!3-person household","Estimate!!Total:!!Nonfamily households:!!4-person household","Margin of Error!!Total:!!Nonfamily households:!!4-person household","Estimate!!Total:!!Nonfamily households:!!5-person household","Margin of Error!!Total:!!Nonfamily households:!!5-person household","Estimate!!Total:!!Nonfamily households:!!6-person household","Margin of Error!!Total:!!Nonfamily households:!!6-person household","Estimate!!Total:!!Nonfamily households:!!7-or-more person household","Margin of Error!!Total:!!Nonfamily households:!!7-or-more person household","id","Geographic Area Name"
"1281","105","793","132","253","117","223","86","171","76","127","68","1","13","18","21","488","129","393","124","52","48","8","15","35","27","0","12","0","12","0","12","1400000US36081053100","Census Tract 531, Queens County, New York"
"567","58","473","73","103","46","84","37","219","74","16","18","12","19","39","22","94","46","81","44","13","19","0","12","0","12","0","12","0","12","0","12","1400000US36081053200","Census Tract 532, Queens County, New York"
"605","46","500","63","183","71","84","54","110","62","64","43","31","34","28","29","105","46","100","46","5","7","0","12","0","12","0","12","0","12","0","12","1400000US36081053401","Census Tract 534.01, Queens County, New York"
"414","43","366","46","138","48","77","40","65","37","43","25","43","34","0","12","48","28","22","20","16","18","10","16","0","12","0","12","0","12","0","12","1400000US36081053500","Census Tract 535, Queens County, New York"
"528","36","444","50","109","47","123","46","73","44","25","24","58","34","56","37","84","45","84","45","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081053601","Census Tract 536.01, Queens County, New York"
"447","45","393","52","103","34","77","43","82","43","48","30","47","31","36","27","54","37","52","36","0","12","2","5","0","12","0","12","0","12","0","12","1400000US36081053800","Census Tract 538, Queens County, New York"
"1388","101","915","121","343","100","192","71","185","75","88","62","63","46","44","29","473","97","247","89","124","46","20","20","40","28","42","43","0","12","0","12","1400000US36081053900","Census Tract 539, Queens County, New York"
"1181","87","916","103","186","81","248","87","195","79","158","67","64","48","65","43","265","83","245","84","8","12","0","12","12","19","0","12","0","12","0","12","1400000US36081054000","Census Tract 540, Queens County, New York"
"1394","95","1109","122","349","109","230","89","186","89","192","83","103","77","49","45","285","109","233","93","40","50","12","18","0","12","0","12","0","12","0","12","1400000US36081054200","Census Tract 542, Queens County, New York"
"1323","74","773","104","239","81","82","52","242","77","119","64","86","64","5","11","550","104","289","78","171","75","74","58","0","12","16","18","0","12","0","12","1400000US36081054500","Census Tract 545, Queens County, New York"
"1463","93","1003","144","269","105","168","81","206","99","239","90","87","61","34","32","460","119","227","78","156","79","39","40","21","33","17","21","0","17","0","17","1400000US36081054700","Census Tract 547, Queens County, New York"
"638","47","562","54","158","50","76","37","192","60","53","28","43","27","40","32","76","38","76","38","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081054800","Census Tract 548, Queens County, New York"
"1732","70","1229","133","195","80","390","107","318","105","105","70","47","50","174","102","503","125","208","92","150","60","72","53","73","52","0","17","0","17","0","17","1400000US36081054900","Census Tract 549, Queens County, New York"
"1555","114","891","143","322","94","262","103","162","71","99","60","12","21","34","39","664","126","384","96","219","93","38","35","23","28","0","12","0","12","0","12","1400000US36081055100","Census Tract 551, Queens County, New York"
"1020","79","697","109","265","105","158","92","133","60","88","68","34","31","19","21","323","87","275","87","36","31","12","20","0","12","0","12","0","12","0","12","1400000US36081055200","Census Tract 552, Queens County, New York"
"938","66","523","74","152","50","141","50","103","52","59","35","47","28","21","22","415","71","205","64","101","45","90","37","19","22","0","12","0","12","0","12","1400000US36081055300","Census Tract 553, Queens County, New York"
"741","46","609","70","126","47","167","59","156","47","138","50","4","6","18","17","132","47","118","48","14","13","0","12","0","12","0","12","0","12","0","12","1400000US36081055400","Census Tract 554, Queens County, New York"
"688","46","530","66","141","46","167","55","105","49","95","50","4","7","18","19","158","52","85","41","48","30","7","10","0","12","18","26","0","12","0","12","1400000US36081055500","Census Tract 555, Queens County, New York"
"657","33","584","51","179","56","117","54","152","64","88","45","30","28","18","21","73","35","62","30","1","4","0","12","10","15","0","12","0","12","0","12","1400000US36081055600","Census Tract 556, Queens County, New York"
"1355","90","1010","136","347","128","357","106","95","60","110","64","39","46","62","55","345","111","200","98","103","57","42","28","0","12","0","12","0","12","0","12","1400000US36081055700","Census Tract 557, Queens County, New York"
"494","48","441","54","83","43","187","62","94","47","57","44","9","13","11","17","53","27","47","25","6","11","0","12","0","12","0","12","0","12","0","12","1400000US36081055800","Census Tract 558, Queens County, New York"
"370","41","220","44","82","37","57","33","40","23","19","17","13","21","9","13","150","37","42","22","55","35","3","6","50","24","0","12","0","12","0","12","1400000US36081055900","Census Tract 559, Queens County, New York"
"483","42","408","41","95","38","59","32","112","45","82","34","46","29","14","13","75","46","65","43","10","17","0","12","0","12","0","12","0","12","0","12","1400000US36081056000","Census Tract 560, Queens County, New York"
"8","6","8","6","8","6","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081056100","Census Tract 561, Queens County, New York"
"436","48","373","53","53","28","70","35","157","54","27","24","55","38","11","15","63","34","56","33","7","10","0","12","0","12","0","12","0","12","0","12","1400000US36081056200","Census Tract 562, Queens County, New York"
"417","63","302","64","115","43","45","35","110","48","8","11","16","16","8","13","115","49","109","47","6","8","0","12","0","12","0","12","0","12","0","12","1400000US36081056400","Census Tract 564, Queens County, New York"
"518","33","381","63","142","49","87","40","96","42","49","22","7","11","0","12","137","58","83","42","14","22","40","32","0","12","0","12","0","12","0","12","1400000US36081056500","Census Tract 565, Queens County, New York"
"446","39","365","50","138","54","80","39","100","51","39","25","0","12","8","12","81","43","81","43","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081056600","Census Tract 566, Queens County, New York"
"1518","109","1274","121","363","115","358","114","257","109","193","95","45","40","58","54","244","87","180","79","29","26","35","26","0","17","0","17","0","17","0","17","1400000US36081056700","Census Tract 567, Queens County, New York"
"1435","89","1113","118","226","81","322","120","309","101","132","62","63","46","61","51","322","103","221","90","77","67","0","17","0","17","24","38","0","17","0","17","1400000US36081056800","Census Tract 568, Queens County, New York"
"1449","79","1046","124","384","123","253","122","251","111","92","79","56","56","10","16","403","119","290","104","90","69","0","12","23","33","0","12","0","12","0","12","1400000US36081057700","Census Tract 577, Queens County, New York"
"594","39","390","61","113","45","112","52","119","47","24","15","10","11","12","12","204","62","179","60","25","22","0","12","0","12","0","12","0","12","0","12","1400000US36081057900","Census Tract 579, Queens County, New York"
"1127","63","883","103","246","92","171","71","209","72","109","57","28","34","120","74","244","87","183","70","61","52","0","12","0","12","0","12","0","12","0","12","1400000US36081058000","Census Tract 580, Queens County, New York"
"1087","62","713","102","257","88","183","90","198","82","65","48","10","17","0","12","374","95","220","73","99","57","55","52","0","12","0","12","0","12","0","12","1400000US36081058100","Census Tract 581, Queens County, New York"
"1337","94","1132","112","203","78","267","101","420","108","158","80","39","40","45","37","205","80","182","73","23","36","0","12","0","12","0","12","0","12","0","12","1400000US36081058200","Census Tract 582, Queens County, New York"
"1229","92","921","129","275","103","265","95","290","105","70","58","21","24","0","12","308","96","170","82","111","69","18","19","9","17","0","12","0","12","0","12","1400000US36081058300","Census Tract 583, Queens County, New York"
"1443","100","1037","116","277","96","294","95","342","125","92","72","0","12","32","31","406","106","271","76","95","67","40","35","0","12","0","12","0","12","0","12","1400000US36081058500","Census Tract 585, Queens County, New York"
"1219","91","796","132","214","71","214","108","206","85","114","57","28","35","20","32","423","110","282","93","128","79","13","20","0","12","0","12","0","12","0","12","1400000US36081058700","Census Tract 587, Queens County, New York"
"1614","87","1156","141","260","90","367","117","354","142","86","56","39","43","50","44","458","121","250","81","118","71","47","46","27","29","8","14","0","17","8","13","1400000US36081058900","Census Tract 589, Queens County, New York"
"434","34","315","61","49","30","97","67","83","43","42","38","25","21","19","15","119","50","109","51","10","12","0","12","0","12","0","12","0","12","0","12","1400000US36081059000","Census Tract 590, Queens County, New York"
"2085","107","1317","188","348","119","481","171","333","128","142","94","13","22","0","17","768","192","509","164","189","105","51","58","0","17","19","28","0","17","0","17","1400000US36081059100","Census Tract 591, Queens County, New York"
"405","14","342","35","93","31","87","39","51","23","36","22","55","27","20","17","63","31","59","32","4","6","0","12","0","12","0","12","0","12","0","12","1400000US36081059200","Census Tract 592, Queens County, New York"
"1538","101","1053","131","393","100","263","99","323","123","31","26","40","34","3","11","485","119","300","92","171","76","14","23","0","12","0","12","0","12","0","12","1400000US36081059300","Census Tract 593, Queens County, New York"
"520","38","450","41","137","47","103","47","133","64","72","47","0","12","5","9","70","32","65","30","5","9","0","12","0","12","0","12","0","12","0","12","1400000US36081059400","Census Tract 594, Queens County, New York"
"1644","90","1347","115","341","119","446","117","256","111","227","116","47","52","30","38","297","98","206","75","91","60","0","17","0","17","0","17","0","17","0","17","1400000US36081059500","Census Tract 595, Queens County, New York"
"452","34","285","58","77","41","95","37","57","41","41","28","15","22","0","12","167","61","155","58","0","12","0","12","12","22","0","12","0","12","0","12","1400000US36081059600","Census Tract 596, Queens County, New York"
"573","31","452","50","156","53","142","45","98","45","25","22","7","11","24","21","121","44","90","41","27","19","4","6","0","12","0","12","0","12","0","12","1400000US36081059800","Census Tract 598, Queens County, New York"
"544","59","356","58","184","52","82","37","69","46","21","18","0","12","0","12","188","64","175","61","7","11","0","12","0","12","6","9","0","12","0","12","1400000US36081059900","Census Tract 599, Queens County, New York"
"370","27","288","36","127","34","36","23","65","26","50","29","10","13","0","12","82","32","67","30","11","12","4","6","0","12","0","12","0","12","0","12","1400000US36081060000","Census Tract 600, Queens County, New York"
"778","63","524","74","123","53","189","64","106","41","42","32","54","33","10","14","254","59","222","59","20","24","12","19","0","12","0","12","0","12","0","12","1400000US36081060100","Census Tract 601, Queens County, New York"
"636","65","448","79","114","48","102","66","80","49","88","49","46","40","18","22","188","62","141","57","40","26","7","10","0","12","0","12","0","12","0","12","1400000US36081060300","Census Tract 603, Queens County, New York"
"474","30","341","48","136","32","94","53","59","33","27","36","0","12","25","20","133","52","126","50","7","12","0","12","0","12","0","12","0","12","0","12","1400000US36081060600","Census Tract 606, Queens County, New York"
"14","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","14","22","14","22","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081060701","Census Tract 607.01, Queens County, New York"
"436","37","351","45","98","38","53","36","116","49","19","21","47","30","18","18","85","44","85","44","0","12","0","12","0","12","0","12","0","12","0","12","1400000US36081060800","Census Tract 608, Queens County, New York"
